Namespace(n_epochs=100, batch_size=64, lr=5e-05, n_cpu=8, latent_dim=100, img_size=28, channels=1, n_critic=5, clip_value=0.01, sample_interval=3000)
[Epoch 37/100] [Batch 700/938] [D loss: -0.279951] [G loss: -0.154135]
[Epoch 37/100] [Batch 705/938] [D loss: -0.267474] [G loss: -0.169118]
[Epoch 37/100] [Batch 710/938] [D loss: -0.275182] [G loss: -0.165079]
[Epoch 37/100] [Batch 715/938] [D loss: -0.230973] [G loss: -0.186036]
[Epoch 37/100] [Batch 720/938] [D loss: -0.273341] [G loss: -0.174109]
[Epoch 37/100] [Batch 725/938] [D loss: -0.277504] [G loss: -0.153687]
[Epoch 37/100] [Batch 730/938] [D loss: -0.264873] [G loss: -0.201157]
[Epoch 37/100] [Batch 735/938] [D loss: -0.286681] [G loss: -0.159177]
[Epoch 37/100] [Batch 740/938] [D loss: -0.259148] [G loss: -0.159223]
[Epoch 37/100] [Batch 745/938] [D loss: -0.286540] [G loss: -0.123123]
[Epoch 37/100] [Batch 750/938] [D loss: -0.270609] [G loss: -0.152859]
[Epoch 37/100] [Batch 755/938] [D loss: -0.292090] [G loss: -0.098270]
[Epoch 37/100] [Batch 760/938] [D loss: -0.267473] [G loss: -0.130748]
[Epoch 37/100] [Batch 765/938] [D loss: -0.297291] [G loss: -0.169664]
[Epoch 37/100] [Batch 770/938] [D loss: -0.244097] [G loss: -0.188377]
[Epoch 37/100] [Batch 775/938] [D loss: -0.263981] [G loss: -0.190415]
[Epoch 37/100] [Batch 780/938] [D loss: -0.242434] [G loss: -0.200992]
[Epoch 37/100] [Batch 785/938] [D loss: -0.284122] [G loss: -0.157957]
[Epoch 37/100] [Batch 790/938] [D loss: -0.275179] [G loss: -0.232997]
[Epoch 37/100] [Batch 795/938] [D loss: -0.293874] [G loss: -0.252585]
[Epoch 37/100] [Batch 800/938] [D loss: -0.283249] [G loss: -0.272229]
[Epoch 37/100] [Batch 805/938] [D loss: -0.270806] [G loss: -0.291391]
[Epoch 37/100] [Batch 810/938] [D loss: -0.258865] [G loss: -0.290949]
[Epoch 37/100] [Batch 815/938] [D loss: -0.296328] [G loss: -0.239563]
[Epoch 37/100] [Batch 820/938] [D loss: -0.280677] [G loss: -0.264432]
[Epoch 37/100] [Batch 825/938] [D loss: -0.296793] [G loss: -0.254504]
[Epoch 37/100] [Batch 830/938] [D loss: -0.320489] [G loss: -0.253998]
[Epoch 37/100] [Batch 835/938] [D loss: -0.285326] [G loss: -0.217245]
[Epoch 37/100] [Batch 840/938] [D loss: -0.289256] [G loss: -0.225077]
[Epoch 37/100] [Batch 845/938] [D loss: -0.325156] [G loss: -0.246153]
[Epoch 37/100] [Batch 850/938] [D loss: -0.310388] [G loss: -0.268770]
[Epoch 37/100] [Batch 855/938] [D loss: -0.250621] [G loss: -0.304276]
[Epoch 37/100] [Batch 860/938] [D loss: -0.298025] [G loss: -0.226662]
[Epoch 37/100] [Batch 865/938] [D loss: -0.286287] [G loss: -0.223433]
[Epoch 37/100] [Batch 870/938] [D loss: -0.296814] [G loss: -0.245775]
[Epoch 37/100] [Batch 875/938] [D loss: -0.286591] [G loss: -0.231780]
[Epoch 37/100] [Batch 880/938] [D loss: -0.281655] [G loss: -0.238845]
[Epoch 37/100] [Batch 885/938] [D loss: -0.275927] [G loss: -0.222137]
[Epoch 37/100] [Batch 890/938] [D loss: -0.259556] [G loss: -0.168367]
[Epoch 37/100] [Batch 895/938] [D loss: -0.286811] [G loss: -0.157017]
[Epoch 37/100] [Batch 900/938] [D loss: -0.302273] [G loss: -0.180323]
[Epoch 37/100] [Batch 905/938] [D loss: -0.318018] [G loss: -0.173033]
[Epoch 37/100] [Batch 910/938] [D loss: -0.254177] [G loss: -0.237491]
[Epoch 37/100] [Batch 915/938] [D loss: -0.278618] [G loss: -0.216924]
[Epoch 37/100] [Batch 920/938] [D loss: -0.315491] [G loss: -0.237582]
[Epoch 37/100] [Batch 925/938] [D loss: -0.291663] [G loss: -0.222017]
[Epoch 37/100] [Batch 930/938] [D loss: -0.339003] [G loss: -0.207077]
[Epoch 37/100] [Batch 935/938] [D loss: -0.306306] [G loss: -0.251002]
[Epoch 38/100] [Batch 0/938] [D loss: -0.317832] [G loss: -0.284731]
[Epoch 38/100] [Batch 5/938] [D loss: -0.286625] [G loss: -0.303667]
[Epoch 38/100] [Batch 10/938] [D loss: -0.297213] [G loss: -0.285572]
[Epoch 38/100] [Batch 15/938] [D loss: -0.317079] [G loss: -0.354409]
[Epoch 38/100] [Batch 20/938] [D loss: -0.290323] [G loss: -0.351684]
[Epoch 38/100] [Batch 25/938] [D loss: -0.312063] [G loss: -0.346372]
[Epoch 38/100] [Batch 30/938] [D loss: -0.285812] [G loss: -0.362816]
[Epoch 38/100] [Batch 35/938] [D loss: -0.316460] [G loss: -0.396005]
[Epoch 38/100] [Batch 40/938] [D loss: -0.273161] [G loss: -0.422526]
[Epoch 38/100] [Batch 45/938] [D loss: -0.329646] [G loss: -0.390170]
[Epoch 38/100] [Batch 50/938] [D loss: -0.303062] [G loss: -0.446434]
[Epoch 38/100] [Batch 55/938] [D loss: -0.306701] [G loss: -0.479585]
[Epoch 38/100] [Batch 60/938] [D loss: -0.290092] [G loss: -0.468719]
[Epoch 38/100] [Batch 65/938] [D loss: -0.286384] [G loss: -0.446102]
[Epoch 38/100] [Batch 70/938] [D loss: -0.335125] [G loss: -0.433858]
[Epoch 38/100] [Batch 75/938] [D loss: -0.324367] [G loss: -0.499793]
[Epoch 38/100] [Batch 80/938] [D loss: -0.335442] [G loss: -0.493520]
[Epoch 38/100] [Batch 85/938] [D loss: -0.286442] [G loss: -0.525574]
[Epoch 38/100] [Batch 90/938] [D loss: -0.319986] [G loss: -0.561324]
[Epoch 38/100] [Batch 95/938] [D loss: -0.300585] [G loss: -0.485402]
[Epoch 38/100] [Batch 100/938] [D loss: -0.288841] [G loss: -0.535272]
[Epoch 38/100] [Batch 105/938] [D loss: -0.322146] [G loss: -0.549154]
[Epoch 38/100] [Batch 110/938] [D loss: -0.291416] [G loss: -0.571015]
[Epoch 38/100] [Batch 115/938] [D loss: -0.280450] [G loss: -0.541986]
[Epoch 38/100] [Batch 120/938] [D loss: -0.308944] [G loss: -0.583960]
[Epoch 38/100] [Batch 125/938] [D loss: -0.267782] [G loss: -0.517568]
[Epoch 38/100] [Batch 130/938] [D loss: -0.297870] [G loss: -0.513605]
[Epoch 38/100] [Batch 135/938] [D loss: -0.349874] [G loss: -0.511330]
[Epoch 38/100] [Batch 140/938] [D loss: -0.292317] [G loss: -0.486063]
[Epoch 38/100] [Batch 145/938] [D loss: -0.326376] [G loss: -0.453001]
[Epoch 38/100] [Batch 150/938] [D loss: -0.328171] [G loss: -0.427312]
[Epoch 38/100] [Batch 155/938] [D loss: -0.250200] [G loss: -0.432938]
[Epoch 38/100] [Batch 160/938] [D loss: -0.266416] [G loss: -0.352383]
[Epoch 38/100] [Batch 165/938] [D loss: -0.302985] [G loss: -0.322100]
[Epoch 38/100] [Batch 170/938] [D loss: -0.326219] [G loss: -0.325955]
[Epoch 38/100] [Batch 175/938] [D loss: -0.297100] [G loss: -0.247410]
[Epoch 38/100] [Batch 180/938] [D loss: -0.273623] [G loss: -0.253321]
[Epoch 38/100] [Batch 185/938] [D loss: -0.284826] [G loss: -0.208620]
[Epoch 38/100] [Batch 190/938] [D loss: -0.291363] [G loss: -0.219407]
[Epoch 38/100] [Batch 195/938] [D loss: -0.338392] [G loss: -0.187987]
[Epoch 38/100] [Batch 200/938] [D loss: -0.274726] [G loss: -0.198435]
[Epoch 38/100] [Batch 205/938] [D loss: -0.277845] [G loss: -0.165617]
[Epoch 38/100] [Batch 210/938] [D loss: -0.280402] [G loss: -0.163763]
[Epoch 38/100] [Batch 215/938] [D loss: -0.287638] [G loss: -0.210158]
[Epoch 38/100] [Batch 220/938] [D loss: -0.338352] [G loss: -0.212235]
[Epoch 38/100] [Batch 225/938] [D loss: -0.293343] [G loss: -0.267846]
[Epoch 38/100] [Batch 230/938] [D loss: -0.257013] [G loss: -0.287908]
[Epoch 38/100] [Batch 235/938] [D loss: -0.303591] [G loss: -0.267266]
[Epoch 38/100] [Batch 240/938] [D loss: -0.266432] [G loss: -0.308171]
[Epoch 38/100] [Batch 245/938] [D loss: -0.268382] [G loss: -0.310442]
[Epoch 38/100] [Batch 250/938] [D loss: -0.294262] [G loss: -0.346000]
[Epoch 38/100] [Batch 255/938] [D loss: -0.270557] [G loss: -0.348850]
[Epoch 38/100] [Batch 260/938] [D loss: -0.319943] [G loss: -0.324741]
[Epoch 38/100] [Batch 265/938] [D loss: -0.259170] [G loss: -0.307855]
[Epoch 38/100] [Batch 270/938] [D loss: -0.254415] [G loss: -0.350667]
[Epoch 38/100] [Batch 275/938] [D loss: -0.281362] [G loss: -0.360224]
[Epoch 38/100] [Batch 280/938] [D loss: -0.258396] [G loss: -0.424428]
[Epoch 38/100] [Batch 285/938] [D loss: -0.284509] [G loss: -0.406072]
[Epoch 38/100] [Batch 290/938] [D loss: -0.277314] [G loss: -0.399812]
[Epoch 38/100] [Batch 295/938] [D loss: -0.261698] [G loss: -0.408943]
[Epoch 38/100] [Batch 300/938] [D loss: -0.234765] [G loss: -0.412911]
[Epoch 38/100] [Batch 305/938] [D loss: -0.282635] [G loss: -0.415557]
[Epoch 38/100] [Batch 310/938] [D loss: -0.279396] [G loss: -0.450388]
[Epoch 38/100] [Batch 315/938] [D loss: -0.262189] [G loss: -0.483161]
[Epoch 38/100] [Batch 320/938] [D loss: -0.285981] [G loss: -0.459039]
[Epoch 38/100] [Batch 325/938] [D loss: -0.288826] [G loss: -0.453206]
[Epoch 38/100] [Batch 330/938] [D loss: -0.263016] [G loss: -0.421104]
[Epoch 38/100] [Batch 335/938] [D loss: -0.282731] [G loss: -0.445942]
[Epoch 38/100] [Batch 340/938] [D loss: -0.270390] [G loss: -0.420267]
[Epoch 38/100] [Batch 345/938] [D loss: -0.290979] [G loss: -0.445870]
[Epoch 38/100] [Batch 350/938] [D loss: -0.293452] [G loss: -0.423140]
[Epoch 38/100] [Batch 355/938] [D loss: -0.326723] [G loss: -0.391624]
[Epoch 38/100] [Batch 360/938] [D loss: -0.267959] [G loss: -0.427572]
[Epoch 38/100] [Batch 365/938] [D loss: -0.254927] [G loss: -0.435984]
[Epoch 38/100] [Batch 370/938] [D loss: -0.303073] [G loss: -0.444613]
[Epoch 38/100] [Batch 375/938] [D loss: -0.302284] [G loss: -0.425628]
[Epoch 38/100] [Batch 380/938] [D loss: -0.307319] [G loss: -0.449183]
[Epoch 38/100] [Batch 385/938] [D loss: -0.244735] [G loss: -0.445779]
[Epoch 38/100] [Batch 390/938] [D loss: -0.264368] [G loss: -0.423943]
[Epoch 38/100] [Batch 395/938] [D loss: -0.314129] [G loss: -0.440198]
[Epoch 38/100] [Batch 400/938] [D loss: -0.306063] [G loss: -0.419569]
[Epoch 38/100] [Batch 405/938] [D loss: -0.264308] [G loss: -0.386951]
[Epoch 38/100] [Batch 410/938] [D loss: -0.273469] [G loss: -0.341480]
[Epoch 38/100] [Batch 415/938] [D loss: -0.316766] [G loss: -0.358529]
[Epoch 38/100] [Batch 420/938] [D loss: -0.321358] [G loss: -0.391239]
[Epoch 38/100] [Batch 425/938] [D loss: -0.294824] [G loss: -0.382320]
[Epoch 38/100] [Batch 430/938] [D loss: -0.271961] [G loss: -0.419439]
[Epoch 38/100] [Batch 435/938] [D loss: -0.310311] [G loss: -0.366280]
[Epoch 38/100] [Batch 440/938] [D loss: -0.260687] [G loss: -0.386129]
[Epoch 38/100] [Batch 445/938] [D loss: -0.280917] [G loss: -0.335727]
[Epoch 38/100] [Batch 450/938] [D loss: -0.294558] [G loss: -0.356007]
[Epoch 38/100] [Batch 455/938] [D loss: -0.281195] [G loss: -0.346786]
[Epoch 38/100] [Batch 460/938] [D loss: -0.278034] [G loss: -0.381693]
[Epoch 38/100] [Batch 465/938] [D loss: -0.299761] [G loss: -0.327785]
[Epoch 38/100] [Batch 470/938] [D loss: -0.271056] [G loss: -0.284963]
[Epoch 38/100] [Batch 475/938] [D loss: -0.298311] [G loss: -0.297499]
[Epoch 38/100] [Batch 480/938] [D loss: -0.274829] [G loss: -0.242112]
[Epoch 38/100] [Batch 485/938] [D loss: -0.275706] [G loss: -0.270549]
[Epoch 38/100] [Batch 490/938] [D loss: -0.310747] [G loss: -0.267820]
[Epoch 38/100] [Batch 495/938] [D loss: -0.282374] [G loss: -0.301771]
[Epoch 38/100] [Batch 500/938] [D loss: -0.289192] [G loss: -0.279409]
[Epoch 38/100] [Batch 505/938] [D loss: -0.301392] [G loss: -0.257317]
[Epoch 38/100] [Batch 510/938] [D loss: -0.300362] [G loss: -0.274338]
[Epoch 38/100] [Batch 515/938] [D loss: -0.243505] [G loss: -0.347115]
[Epoch 38/100] [Batch 520/938] [D loss: -0.286396] [G loss: -0.324580]
[Epoch 38/100] [Batch 525/938] [D loss: -0.283507] [G loss: -0.308043]
[Epoch 38/100] [Batch 530/938] [D loss: -0.316075] [G loss: -0.305176]
[Epoch 38/100] [Batch 535/938] [D loss: -0.302127] [G loss: -0.248187]
[Epoch 38/100] [Batch 540/938] [D loss: -0.244006] [G loss: -0.289894]
[Epoch 38/100] [Batch 545/938] [D loss: -0.290484] [G loss: -0.292821]
[Epoch 38/100] [Batch 550/938] [D loss: -0.291524] [G loss: -0.295245]
[Epoch 38/100] [Batch 555/938] [D loss: -0.297182] [G loss: -0.269018]
[Epoch 38/100] [Batch 560/938] [D loss: -0.302118] [G loss: -0.276294]
[Epoch 38/100] [Batch 565/938] [D loss: -0.291849] [G loss: -0.289161]
[Epoch 38/100] [Batch 570/938] [D loss: -0.307856] [G loss: -0.287450]
[Epoch 38/100] [Batch 575/938] [D loss: -0.292921] [G loss: -0.286718]
[Epoch 38/100] [Batch 580/938] [D loss: -0.294787] [G loss: -0.283160]
[Epoch 38/100] [Batch 585/938] [D loss: -0.299335] [G loss: -0.258173]
[Epoch 38/100] [Batch 590/938] [D loss: -0.324979] [G loss: -0.287445]
[Epoch 38/100] [Batch 595/938] [D loss: -0.254511] [G loss: -0.275926]
[Epoch 38/100] [Batch 600/938] [D loss: -0.246491] [G loss: -0.254025]
[Epoch 38/100] [Batch 605/938] [D loss: -0.309453] [G loss: -0.224305]
[Epoch 38/100] [Batch 610/938] [D loss: -0.289428] [G loss: -0.196533]
[Epoch 38/100] [Batch 615/938] [D loss: -0.286571] [G loss: -0.175698]
[Epoch 38/100] [Batch 620/938] [D loss: -0.262665] [G loss: -0.210787]
[Epoch 38/100] [Batch 625/938] [D loss: -0.294971] [G loss: -0.155454]
[Epoch 38/100] [Batch 630/938] [D loss: -0.262365] [G loss: -0.169180]
[Epoch 38/100] [Batch 635/938] [D loss: -0.315078] [G loss: -0.141483]
[Epoch 38/100] [Batch 640/938] [D loss: -0.295025] [G loss: -0.201217]
[Epoch 38/100] [Batch 645/938] [D loss: -0.311801] [G loss: -0.176481]
[Epoch 38/100] [Batch 650/938] [D loss: -0.305491] [G loss: -0.105767]
[Epoch 38/100] [Batch 655/938] [D loss: -0.270964] [G loss: -0.159493]
[Epoch 38/100] [Batch 660/938] [D loss: -0.275689] [G loss: -0.179751]
[Epoch 38/100] [Batch 665/938] [D loss: -0.312980] [G loss: -0.216141]
[Epoch 38/100] [Batch 670/938] [D loss: -0.294533] [G loss: -0.207369]
[Epoch 38/100] [Batch 675/938] [D loss: -0.277120] [G loss: -0.197413]
[Epoch 38/100] [Batch 680/938] [D loss: -0.317457] [G loss: -0.166131]
[Epoch 38/100] [Batch 685/938] [D loss: -0.291728] [G loss: -0.152478]
[Epoch 38/100] [Batch 690/938] [D loss: -0.282128] [G loss: -0.193203]
[Epoch 38/100] [Batch 695/938] [D loss: -0.273177] [G loss: -0.260532]
[Epoch 38/100] [Batch 700/938] [D loss: -0.311581] [G loss: -0.222987]
[Epoch 38/100] [Batch 705/938] [D loss: -0.280808] [G loss: -0.301459]
[Epoch 38/100] [Batch 710/938] [D loss: -0.297016] [G loss: -0.265174]
[Epoch 38/100] [Batch 715/938] [D loss: -0.255399] [G loss: -0.272572]
[Epoch 38/100] [Batch 720/938] [D loss: -0.309123] [G loss: -0.284435]
[Epoch 38/100] [Batch 725/938] [D loss: -0.308007] [G loss: -0.294420]
[Epoch 38/100] [Batch 730/938] [D loss: -0.302816] [G loss: -0.317253]
[Epoch 38/100] [Batch 735/938] [D loss: -0.289630] [G loss: -0.325693]
[Epoch 38/100] [Batch 740/938] [D loss: -0.261242] [G loss: -0.367520]
[Epoch 38/100] [Batch 745/938] [D loss: -0.271057] [G loss: -0.393260]
[Epoch 38/100] [Batch 750/938] [D loss: -0.274518] [G loss: -0.378107]
[Epoch 38/100] [Batch 755/938] [D loss: -0.281206] [G loss: -0.423420]
[Epoch 38/100] [Batch 760/938] [D loss: -0.284613] [G loss: -0.388863]
[Epoch 38/100] [Batch 765/938] [D loss: -0.282545] [G loss: -0.404997]
[Epoch 38/100] [Batch 770/938] [D loss: -0.321233] [G loss: -0.385488]
[Epoch 38/100] [Batch 775/938] [D loss: -0.275697] [G loss: -0.368679]
[Epoch 38/100] [Batch 780/938] [D loss: -0.278949] [G loss: -0.371301]
[Epoch 38/100] [Batch 785/938] [D loss: -0.273585] [G loss: -0.359107]
[Epoch 38/100] [Batch 790/938] [D loss: -0.279993] [G loss: -0.325404]
[Epoch 38/100] [Batch 795/938] [D loss: -0.295749] [G loss: -0.316684]
[Epoch 38/100] [Batch 800/938] [D loss: -0.295402] [G loss: -0.300497]
[Epoch 38/100] [Batch 805/938] [D loss: -0.292211] [G loss: -0.277436]
[Epoch 38/100] [Batch 810/938] [D loss: -0.316039] [G loss: -0.279151]
[Epoch 38/100] [Batch 815/938] [D loss: -0.279969] [G loss: -0.298111]
[Epoch 38/100] [Batch 820/938] [D loss: -0.273400] [G loss: -0.258000]
[Epoch 38/100] [Batch 825/938] [D loss: -0.299306] [G loss: -0.224706]
[Epoch 38/100] [Batch 830/938] [D loss: -0.290137] [G loss: -0.248428]
[Epoch 38/100] [Batch 835/938] [D loss: -0.317119] [G loss: -0.234918]
[Epoch 38/100] [Batch 840/938] [D loss: -0.300012] [G loss: -0.243649]
[Epoch 38/100] [Batch 845/938] [D loss: -0.313192] [G loss: -0.250223]
[Epoch 38/100] [Batch 850/938] [D loss: -0.303137] [G loss: -0.263534]
[Epoch 38/100] [Batch 855/938] [D loss: -0.321462] [G loss: -0.244236]
[Epoch 38/100] [Batch 860/938] [D loss: -0.257685] [G loss: -0.312763]
[Epoch 38/100] [Batch 865/938] [D loss: -0.308577] [G loss: -0.229346]
[Epoch 38/100] [Batch 870/938] [D loss: -0.269877] [G loss: -0.230233]
[Epoch 38/100] [Batch 875/938] [D loss: -0.266086] [G loss: -0.217885]
[Epoch 38/100] [Batch 880/938] [D loss: -0.299288] [G loss: -0.223594]
[Epoch 38/100] [Batch 885/938] [D loss: -0.293099] [G loss: -0.167719]
[Epoch 38/100] [Batch 890/938] [D loss: -0.269427] [G loss: -0.162306]
[Epoch 38/100] [Batch 895/938] [D loss: -0.299712] [G loss: -0.138445]
[Epoch 38/100] [Batch 900/938] [D loss: -0.281954] [G loss: -0.166643]
[Epoch 38/100] [Batch 905/938] [D loss: -0.310791] [G loss: -0.121882]
[Epoch 38/100] [Batch 910/938] [D loss: -0.325948] [G loss: -0.116943]
[Epoch 38/100] [Batch 915/938] [D loss: -0.352106] [G loss: -0.060022]
[Epoch 38/100] [Batch 920/938] [D loss: -0.297816] [G loss: -0.108087]
[Epoch 38/100] [Batch 925/938] [D loss: -0.294862] [G loss: -0.135797]
[Epoch 38/100] [Batch 930/938] [D loss: -0.284497] [G loss: -0.130451]
[Epoch 38/100] [Batch 935/938] [D loss: -0.310317] [G loss: -0.167219]
[Epoch 39/100] [Batch 0/938] [D loss: -0.264673] [G loss: -0.173072]
[Epoch 39/100] [Batch 5/938] [D loss: -0.280173] [G loss: -0.131488]
[Epoch 39/100] [Batch 10/938] [D loss: -0.302809] [G loss: -0.185777]
[Epoch 39/100] [Batch 15/938] [D loss: -0.261690] [G loss: -0.119765]
[Epoch 39/100] [Batch 20/938] [D loss: -0.300310] [G loss: -0.145371]
[Epoch 39/100] [Batch 25/938] [D loss: -0.296557] [G loss: -0.129571]
[Epoch 39/100] [Batch 30/938] [D loss: -0.306817] [G loss: -0.151880]
[Epoch 39/100] [Batch 35/938] [D loss: -0.294265] [G loss: -0.177960]
[Epoch 39/100] [Batch 40/938] [D loss: -0.270222] [G loss: -0.217912]
[Epoch 39/100] [Batch 45/938] [D loss: -0.303860] [G loss: -0.194202]
[Epoch 39/100] [Batch 50/938] [D loss: -0.276906] [G loss: -0.207356]
[Epoch 39/100] [Batch 55/938] [D loss: -0.321189] [G loss: -0.235734]
[Epoch 39/100] [Batch 60/938] [D loss: -0.308004] [G loss: -0.235562]
[Epoch 39/100] [Batch 65/938] [D loss: -0.309492] [G loss: -0.238126]
[Epoch 39/100] [Batch 70/938] [D loss: -0.298465] [G loss: -0.276044]
[Epoch 39/100] [Batch 75/938] [D loss: -0.280441] [G loss: -0.303154]
[Epoch 39/100] [Batch 80/938] [D loss: -0.299284] [G loss: -0.264862]
[Epoch 39/100] [Batch 85/938] [D loss: -0.262945] [G loss: -0.283681]
[Epoch 39/100] [Batch 90/938] [D loss: -0.324704] [G loss: -0.230876]
[Epoch 39/100] [Batch 95/938] [D loss: -0.277806] [G loss: -0.293745]
[Epoch 39/100] [Batch 100/938] [D loss: -0.313050] [G loss: -0.257129]
[Epoch 39/100] [Batch 105/938] [D loss: -0.253276] [G loss: -0.244417]
[Epoch 39/100] [Batch 110/938] [D loss: -0.300741] [G loss: -0.284109]
[Epoch 39/100] [Batch 115/938] [D loss: -0.280552] [G loss: -0.257800]
[Epoch 39/100] [Batch 120/938] [D loss: -0.269781] [G loss: -0.277321]
[Epoch 39/100] [Batch 125/938] [D loss: -0.281670] [G loss: -0.264209]
[Epoch 39/100] [Batch 130/938] [D loss: -0.288176] [G loss: -0.287483]
[Epoch 39/100] [Batch 135/938] [D loss: -0.287338] [G loss: -0.300024]
[Epoch 39/100] [Batch 140/938] [D loss: -0.288763] [G loss: -0.305467]
[Epoch 39/100] [Batch 145/938] [D loss: -0.266779] [G loss: -0.318228]
[Epoch 39/100] [Batch 150/938] [D loss: -0.290595] [G loss: -0.365342]
[Epoch 39/100] [Batch 155/938] [D loss: -0.274889] [G loss: -0.417450]
[Epoch 39/100] [Batch 160/938] [D loss: -0.281094] [G loss: -0.375641]
[Epoch 39/100] [Batch 165/938] [D loss: -0.284797] [G loss: -0.393850]
[Epoch 39/100] [Batch 170/938] [D loss: -0.303023] [G loss: -0.403322]
[Epoch 39/100] [Batch 175/938] [D loss: -0.279558] [G loss: -0.385707]
[Epoch 39/100] [Batch 180/938] [D loss: -0.286666] [G loss: -0.356773]
[Epoch 39/100] [Batch 185/938] [D loss: -0.267741] [G loss: -0.355383]
[Epoch 39/100] [Batch 190/938] [D loss: -0.296629] [G loss: -0.419164]
[Epoch 39/100] [Batch 195/938] [D loss: -0.264505] [G loss: -0.436753]
[Epoch 39/100] [Batch 200/938] [D loss: -0.310410] [G loss: -0.429483]
[Epoch 39/100] [Batch 205/938] [D loss: -0.295126] [G loss: -0.452379]
[Epoch 39/100] [Batch 210/938] [D loss: -0.262298] [G loss: -0.473243]
[Epoch 39/100] [Batch 215/938] [D loss: -0.257504] [G loss: -0.455635]
[Epoch 39/100] [Batch 220/938] [D loss: -0.287071] [G loss: -0.496731]
[Epoch 39/100] [Batch 225/938] [D loss: -0.278878] [G loss: -0.470262]
[Epoch 39/100] [Batch 230/938] [D loss: -0.255744] [G loss: -0.534402]
[Epoch 39/100] [Batch 235/938] [D loss: -0.285976] [G loss: -0.444426]
[Epoch 39/100] [Batch 240/938] [D loss: -0.288373] [G loss: -0.427518]
[Epoch 39/100] [Batch 245/938] [D loss: -0.284019] [G loss: -0.389265]
[Epoch 39/100] [Batch 250/938] [D loss: -0.238291] [G loss: -0.475927]
[Epoch 39/100] [Batch 255/938] [D loss: -0.231054] [G loss: -0.439937]
[Epoch 39/100] [Batch 260/938] [D loss: -0.228864] [G loss: -0.456438]
[Epoch 39/100] [Batch 265/938] [D loss: -0.256672] [G loss: -0.410207]
[Epoch 39/100] [Batch 270/938] [D loss: -0.268830] [G loss: -0.390667]
[Epoch 39/100] [Batch 275/938] [D loss: -0.289340] [G loss: -0.406403]
[Epoch 39/100] [Batch 280/938] [D loss: -0.303257] [G loss: -0.394595]
[Epoch 39/100] [Batch 285/938] [D loss: -0.239538] [G loss: -0.363183]
[Epoch 39/100] [Batch 290/938] [D loss: -0.275814] [G loss: -0.323107]
[Epoch 39/100] [Batch 295/938] [D loss: -0.274813] [G loss: -0.356114]
[Epoch 39/100] [Batch 300/938] [D loss: -0.253942] [G loss: -0.408330]
[Epoch 39/100] [Batch 305/938] [D loss: -0.268313] [G loss: -0.422031]
[Epoch 39/100] [Batch 310/938] [D loss: -0.261821] [G loss: -0.427402]
[Epoch 39/100] [Batch 315/938] [D loss: -0.273760] [G loss: -0.451036]
[Epoch 39/100] [Batch 320/938] [D loss: -0.257464] [G loss: -0.457671]
[Epoch 39/100] [Batch 325/938] [D loss: -0.236968] [G loss: -0.473045]
[Epoch 39/100] [Batch 330/938] [D loss: -0.281373] [G loss: -0.492603]
[Epoch 39/100] [Batch 335/938] [D loss: -0.279803] [G loss: -0.466694]
[Epoch 39/100] [Batch 340/938] [D loss: -0.278595] [G loss: -0.468539]
[Epoch 39/100] [Batch 345/938] [D loss: -0.277541] [G loss: -0.485501]
[Epoch 39/100] [Batch 350/938] [D loss: -0.273484] [G loss: -0.523930]
[Epoch 39/100] [Batch 355/938] [D loss: -0.244587] [G loss: -0.532856]
[Epoch 39/100] [Batch 360/938] [D loss: -0.265781] [G loss: -0.532534]
[Epoch 39/100] [Batch 365/938] [D loss: -0.242627] [G loss: -0.542033]
[Epoch 39/100] [Batch 370/938] [D loss: -0.287748] [G loss: -0.508873]
[Epoch 39/100] [Batch 375/938] [D loss: -0.276868] [G loss: -0.538787]
[Epoch 39/100] [Batch 380/938] [D loss: -0.226173] [G loss: -0.588359]
[Epoch 39/100] [Batch 385/938] [D loss: -0.285013] [G loss: -0.521138]
[Epoch 39/100] [Batch 390/938] [D loss: -0.237490] [G loss: -0.607765]
[Epoch 39/100] [Batch 395/938] [D loss: -0.289785] [G loss: -0.550604]
[Epoch 39/100] [Batch 400/938] [D loss: -0.318207] [G loss: -0.650929]
[Epoch 39/100] [Batch 405/938] [D loss: -0.263571] [G loss: -0.648573]
[Epoch 39/100] [Batch 410/938] [D loss: -0.288601] [G loss: -0.604850]
[Epoch 39/100] [Batch 415/938] [D loss: -0.287952] [G loss: -0.648813]
[Epoch 39/100] [Batch 420/938] [D loss: -0.233312] [G loss: -0.640618]
[Epoch 39/100] [Batch 425/938] [D loss: -0.253570] [G loss: -0.665384]
[Epoch 39/100] [Batch 430/938] [D loss: -0.219313] [G loss: -0.634272]
[Epoch 39/100] [Batch 435/938] [D loss: -0.294492] [G loss: -0.642102]
[Epoch 39/100] [Batch 440/938] [D loss: -0.257329] [G loss: -0.618909]
[Epoch 39/100] [Batch 445/938] [D loss: -0.260429] [G loss: -0.647520]
[Epoch 39/100] [Batch 450/938] [D loss: -0.265917] [G loss: -0.571017]
[Epoch 39/100] [Batch 455/938] [D loss: -0.279393] [G loss: -0.613285]
[Epoch 39/100] [Batch 460/938] [D loss: -0.283435] [G loss: -0.578408]
[Epoch 39/100] [Batch 465/938] [D loss: -0.244964] [G loss: -0.538243]
[Epoch 39/100] [Batch 470/938] [D loss: -0.266250] [G loss: -0.573811]
