Namespace(n_epochs=100, batch_size=64, lr=5e-05, n_cpu=8, latent_dim=100, img_size=28, channels=1, n_critic=5, clip_value=0.01, sample_interval=3000)
[Epoch 18/100] [Batch 255/938] [D loss: -0.324273] [G loss: -0.753423]
[Epoch 18/100] [Batch 260/938] [D loss: -0.313182] [G loss: -0.789016]
[Epoch 18/100] [Batch 265/938] [D loss: -0.324908] [G loss: -0.785957]
[Epoch 18/100] [Batch 270/938] [D loss: -0.296460] [G loss: -0.753339]
[Epoch 18/100] [Batch 275/938] [D loss: -0.336368] [G loss: -0.741754]
[Epoch 18/100] [Batch 280/938] [D loss: -0.326189] [G loss: -0.793157]
[Epoch 18/100] [Batch 285/938] [D loss: -0.322049] [G loss: -0.790212]
[Epoch 18/100] [Batch 290/938] [D loss: -0.299157] [G loss: -0.812542]
[Epoch 18/100] [Batch 295/938] [D loss: -0.316156] [G loss: -0.800244]
[Epoch 18/100] [Batch 300/938] [D loss: -0.263253] [G loss: -0.789863]
[Epoch 18/100] [Batch 305/938] [D loss: -0.302930] [G loss: -0.707339]
[Epoch 18/100] [Batch 310/938] [D loss: -0.337365] [G loss: -0.643002]
[Epoch 18/100] [Batch 315/938] [D loss: -0.337393] [G loss: -0.646401]
[Epoch 18/100] [Batch 320/938] [D loss: -0.306862] [G loss: -0.608153]
[Epoch 18/100] [Batch 325/938] [D loss: -0.294757] [G loss: -0.634896]
[Epoch 18/100] [Batch 330/938] [D loss: -0.334371] [G loss: -0.578530]
[Epoch 18/100] [Batch 335/938] [D loss: -0.339129] [G loss: -0.551371]
[Epoch 18/100] [Batch 340/938] [D loss: -0.321962] [G loss: -0.487119]
[Epoch 18/100] [Batch 345/938] [D loss: -0.314435] [G loss: -0.434912]
[Epoch 18/100] [Batch 350/938] [D loss: -0.289351] [G loss: -0.415505]
[Epoch 18/100] [Batch 355/938] [D loss: -0.319451] [G loss: -0.393988]
[Epoch 18/100] [Batch 360/938] [D loss: -0.312492] [G loss: -0.320625]
[Epoch 18/100] [Batch 365/938] [D loss: -0.320241] [G loss: -0.229308]
[Epoch 18/100] [Batch 370/938] [D loss: -0.298339] [G loss: -0.185076]
[Epoch 18/100] [Batch 375/938] [D loss: -0.304120] [G loss: -0.110194]
[Epoch 18/100] [Batch 380/938] [D loss: -0.292170] [G loss: -0.103158]
[Epoch 18/100] [Batch 385/938] [D loss: -0.323911] [G loss: -0.090448]
[Epoch 18/100] [Batch 390/938] [D loss: -0.314403] [G loss: -0.093996]
[Epoch 18/100] [Batch 395/938] [D loss: -0.286337] [G loss: -0.067026]
[Epoch 18/100] [Batch 400/938] [D loss: -0.309513] [G loss: -0.057068]
[Epoch 18/100] [Batch 405/938] [D loss: -0.339024] [G loss: -0.054465]
[Epoch 18/100] [Batch 410/938] [D loss: -0.274280] [G loss: -0.082525]
[Epoch 18/100] [Batch 415/938] [D loss: -0.306774] [G loss: -0.095423]
[Epoch 18/100] [Batch 420/938] [D loss: -0.280382] [G loss: -0.159855]
[Epoch 18/100] [Batch 425/938] [D loss: -0.323639] [G loss: -0.159374]
[Epoch 18/100] [Batch 430/938] [D loss: -0.339124] [G loss: -0.182991]
[Epoch 18/100] [Batch 435/938] [D loss: -0.304326] [G loss: -0.237136]
[Epoch 18/100] [Batch 440/938] [D loss: -0.332223] [G loss: -0.243118]
[Epoch 18/100] [Batch 445/938] [D loss: -0.302579] [G loss: -0.191568]
[Epoch 18/100] [Batch 450/938] [D loss: -0.323804] [G loss: -0.258995]
[Epoch 18/100] [Batch 455/938] [D loss: -0.283091] [G loss: -0.257366]
[Epoch 18/100] [Batch 460/938] [D loss: -0.306837] [G loss: -0.331575]
[Epoch 18/100] [Batch 465/938] [D loss: -0.293816] [G loss: -0.350007]
[Epoch 18/100] [Batch 470/938] [D loss: -0.325053] [G loss: -0.353806]
[Epoch 18/100] [Batch 475/938] [D loss: -0.304909] [G loss: -0.458993]
[Epoch 18/100] [Batch 480/938] [D loss: -0.281579] [G loss: -0.525449]
[Epoch 18/100] [Batch 485/938] [D loss: -0.320465] [G loss: -0.539595]
[Epoch 18/100] [Batch 490/938] [D loss: -0.312226] [G loss: -0.590587]
[Epoch 18/100] [Batch 495/938] [D loss: -0.311199] [G loss: -0.590291]
[Epoch 18/100] [Batch 500/938] [D loss: -0.261171] [G loss: -0.593871]
[Epoch 18/100] [Batch 505/938] [D loss: -0.317936] [G loss: -0.579724]
[Epoch 18/100] [Batch 510/938] [D loss: -0.314192] [G loss: -0.612763]
[Epoch 18/100] [Batch 515/938] [D loss: -0.285074] [G loss: -0.599498]
[Epoch 18/100] [Batch 520/938] [D loss: -0.295609] [G loss: -0.582126]
[Epoch 18/100] [Batch 525/938] [D loss: -0.321974] [G loss: -0.522952]
[Epoch 18/100] [Batch 530/938] [D loss: -0.304696] [G loss: -0.542412]
[Epoch 18/100] [Batch 535/938] [D loss: -0.331822] [G loss: -0.538376]
[Epoch 18/100] [Batch 540/938] [D loss: -0.334677] [G loss: -0.540433]
[Epoch 18/100] [Batch 545/938] [D loss: -0.309704] [G loss: -0.549017]
[Epoch 18/100] [Batch 550/938] [D loss: -0.339054] [G loss: -0.568574]
[Epoch 18/100] [Batch 555/938] [D loss: -0.291909] [G loss: -0.526677]
[Epoch 18/100] [Batch 560/938] [D loss: -0.326078] [G loss: -0.444191]
[Epoch 18/100] [Batch 565/938] [D loss: -0.369658] [G loss: -0.387996]
[Epoch 18/100] [Batch 570/938] [D loss: -0.327231] [G loss: -0.430496]
[Epoch 18/100] [Batch 575/938] [D loss: -0.335745] [G loss: -0.482007]
[Epoch 18/100] [Batch 580/938] [D loss: -0.386944] [G loss: -0.458426]
[Epoch 18/100] [Batch 585/938] [D loss: -0.304704] [G loss: -0.421218]
[Epoch 18/100] [Batch 590/938] [D loss: -0.343875] [G loss: -0.388783]
[Epoch 18/100] [Batch 595/938] [D loss: -0.304274] [G loss: -0.365267]
[Epoch 18/100] [Batch 600/938] [D loss: -0.341797] [G loss: -0.315958]
[Epoch 18/100] [Batch 605/938] [D loss: -0.296687] [G loss: -0.313944]
[Epoch 18/100] [Batch 610/938] [D loss: -0.337377] [G loss: -0.283759]
[Epoch 18/100] [Batch 615/938] [D loss: -0.353234] [G loss: -0.245685]
[Epoch 18/100] [Batch 620/938] [D loss: -0.325597] [G loss: -0.242565]
[Epoch 18/100] [Batch 625/938] [D loss: -0.325626] [G loss: -0.265713]
[Epoch 18/100] [Batch 630/938] [D loss: -0.340724] [G loss: -0.301511]
[Epoch 18/100] [Batch 635/938] [D loss: -0.331177] [G loss: -0.295122]
[Epoch 18/100] [Batch 640/938] [D loss: -0.279246] [G loss: -0.353738]
[Epoch 18/100] [Batch 645/938] [D loss: -0.294054] [G loss: -0.333380]
[Epoch 18/100] [Batch 650/938] [D loss: -0.334587] [G loss: -0.353975]
[Epoch 18/100] [Batch 655/938] [D loss: -0.342138] [G loss: -0.369238]
[Epoch 18/100] [Batch 660/938] [D loss: -0.335604] [G loss: -0.340912]
[Epoch 18/100] [Batch 665/938] [D loss: -0.305955] [G loss: -0.333149]
[Epoch 18/100] [Batch 670/938] [D loss: -0.344089] [G loss: -0.326265]
[Epoch 18/100] [Batch 675/938] [D loss: -0.347906] [G loss: -0.333455]
[Epoch 18/100] [Batch 680/938] [D loss: -0.322991] [G loss: -0.354933]
[Epoch 18/100] [Batch 685/938] [D loss: -0.336550] [G loss: -0.314026]
[Epoch 18/100] [Batch 690/938] [D loss: -0.281968] [G loss: -0.307782]
[Epoch 18/100] [Batch 695/938] [D loss: -0.330112] [G loss: -0.304962]
[Epoch 18/100] [Batch 700/938] [D loss: -0.323623] [G loss: -0.356352]
[Epoch 18/100] [Batch 705/938] [D loss: -0.328883] [G loss: -0.358243]
[Epoch 18/100] [Batch 710/938] [D loss: -0.369609] [G loss: -0.356264]
[Epoch 18/100] [Batch 715/938] [D loss: -0.301159] [G loss: -0.394006]
[Epoch 18/100] [Batch 720/938] [D loss: -0.345859] [G loss: -0.454455]
[Epoch 18/100] [Batch 725/938] [D loss: -0.344222] [G loss: -0.475275]
[Epoch 18/100] [Batch 730/938] [D loss: -0.328364] [G loss: -0.443423]
[Epoch 18/100] [Batch 735/938] [D loss: -0.311221] [G loss: -0.405675]
[Epoch 18/100] [Batch 740/938] [D loss: -0.346975] [G loss: -0.439998]
[Epoch 18/100] [Batch 745/938] [D loss: -0.335530] [G loss: -0.483577]
[Epoch 18/100] [Batch 750/938] [D loss: -0.312811] [G loss: -0.491055]
[Epoch 18/100] [Batch 755/938] [D loss: -0.350029] [G loss: -0.535210]
[Epoch 18/100] [Batch 760/938] [D loss: -0.322692] [G loss: -0.590097]
[Epoch 18/100] [Batch 765/938] [D loss: -0.294223] [G loss: -0.576567]
[Epoch 18/100] [Batch 770/938] [D loss: -0.309827] [G loss: -0.577089]
[Epoch 18/100] [Batch 775/938] [D loss: -0.356569] [G loss: -0.563457]
[Epoch 18/100] [Batch 780/938] [D loss: -0.330164] [G loss: -0.545404]
[Epoch 18/100] [Batch 785/938] [D loss: -0.314380] [G loss: -0.535613]
[Epoch 18/100] [Batch 790/938] [D loss: -0.328333] [G loss: -0.556990]
[Epoch 18/100] [Batch 795/938] [D loss: -0.301430] [G loss: -0.589492]
[Epoch 18/100] [Batch 800/938] [D loss: -0.381386] [G loss: -0.590713]
[Epoch 18/100] [Batch 805/938] [D loss: -0.312924] [G loss: -0.647972]
[Epoch 18/100] [Batch 810/938] [D loss: -0.325031] [G loss: -0.617837]
[Epoch 18/100] [Batch 815/938] [D loss: -0.319673] [G loss: -0.549891]
[Epoch 18/100] [Batch 820/938] [D loss: -0.308159] [G loss: -0.566891]
[Epoch 18/100] [Batch 825/938] [D loss: -0.342918] [G loss: -0.552606]
[Epoch 18/100] [Batch 830/938] [D loss: -0.327667] [G loss: -0.563117]
[Epoch 18/100] [Batch 835/938] [D loss: -0.321132] [G loss: -0.503039]
[Epoch 18/100] [Batch 840/938] [D loss: -0.325325] [G loss: -0.410450]
[Epoch 18/100] [Batch 845/938] [D loss: -0.323119] [G loss: -0.353364]
[Epoch 18/100] [Batch 850/938] [D loss: -0.320048] [G loss: -0.326117]
[Epoch 18/100] [Batch 855/938] [D loss: -0.361466] [G loss: -0.323743]
[Epoch 18/100] [Batch 860/938] [D loss: -0.318865] [G loss: -0.348437]
[Epoch 18/100] [Batch 865/938] [D loss: -0.343462] [G loss: -0.249591]
[Epoch 18/100] [Batch 870/938] [D loss: -0.335176] [G loss: -0.230900]
[Epoch 18/100] [Batch 875/938] [D loss: -0.320891] [G loss: -0.175390]
[Epoch 18/100] [Batch 880/938] [D loss: -0.306270] [G loss: -0.160898]
[Epoch 18/100] [Batch 885/938] [D loss: -0.329358] [G loss: -0.158291]
[Epoch 18/100] [Batch 890/938] [D loss: -0.284900] [G loss: -0.200486]
[Epoch 18/100] [Batch 895/938] [D loss: -0.317538] [G loss: -0.167223]
[Epoch 18/100] [Batch 900/938] [D loss: -0.340147] [G loss: -0.120272]
[Epoch 18/100] [Batch 905/938] [D loss: -0.319040] [G loss: -0.120372]
[Epoch 18/100] [Batch 910/938] [D loss: -0.284947] [G loss: -0.121710]
[Epoch 18/100] [Batch 915/938] [D loss: -0.328667] [G loss: -0.139426]
[Epoch 18/100] [Batch 920/938] [D loss: -0.282426] [G loss: -0.126723]
[Epoch 18/100] [Batch 925/938] [D loss: -0.299727] [G loss: -0.169211]
[Epoch 18/100] [Batch 930/938] [D loss: -0.375089] [G loss: -0.183551]
[Epoch 18/100] [Batch 935/938] [D loss: -0.318189] [G loss: -0.272991]
[Epoch 19/100] [Batch 0/938] [D loss: -0.324770] [G loss: -0.314711]
[Epoch 19/100] [Batch 5/938] [D loss: -0.308395] [G loss: -0.346389]
[Epoch 19/100] [Batch 10/938] [D loss: -0.345907] [G loss: -0.409545]
[Epoch 19/100] [Batch 15/938] [D loss: -0.306470] [G loss: -0.451697]
[Epoch 19/100] [Batch 20/938] [D loss: -0.335030] [G loss: -0.509446]
[Epoch 19/100] [Batch 25/938] [D loss: -0.379025] [G loss: -0.453590]
[Epoch 19/100] [Batch 30/938] [D loss: -0.324905] [G loss: -0.511870]
[Epoch 19/100] [Batch 35/938] [D loss: -0.309261] [G loss: -0.465875]
[Epoch 19/100] [Batch 40/938] [D loss: -0.330065] [G loss: -0.490371]
[Epoch 19/100] [Batch 45/938] [D loss: -0.357932] [G loss: -0.505402]
[Epoch 19/100] [Batch 50/938] [D loss: -0.349773] [G loss: -0.498630]
[Epoch 19/100] [Batch 55/938] [D loss: -0.331796] [G loss: -0.514149]
[Epoch 19/100] [Batch 60/938] [D loss: -0.379659] [G loss: -0.498570]
[Epoch 19/100] [Batch 65/938] [D loss: -0.341067] [G loss: -0.474983]
[Epoch 19/100] [Batch 70/938] [D loss: -0.328587] [G loss: -0.473181]
[Epoch 19/100] [Batch 75/938] [D loss: -0.352492] [G loss: -0.520728]
[Epoch 19/100] [Batch 80/938] [D loss: -0.315064] [G loss: -0.461500]
[Epoch 19/100] [Batch 85/938] [D loss: -0.370394] [G loss: -0.430616]
[Epoch 19/100] [Batch 90/938] [D loss: -0.345618] [G loss: -0.405107]
[Epoch 19/100] [Batch 95/938] [D loss: -0.310525] [G loss: -0.413798]
[Epoch 19/100] [Batch 100/938] [D loss: -0.369621] [G loss: -0.404559]
[Epoch 19/100] [Batch 105/938] [D loss: -0.347594] [G loss: -0.362093]
[Epoch 19/100] [Batch 110/938] [D loss: -0.371230] [G loss: -0.282717]
[Epoch 19/100] [Batch 115/938] [D loss: -0.353835] [G loss: -0.303462]
[Epoch 19/100] [Batch 120/938] [D loss: -0.388615] [G loss: -0.274527]
[Epoch 19/100] [Batch 125/938] [D loss: -0.362269] [G loss: -0.291963]
[Epoch 19/100] [Batch 130/938] [D loss: -0.314612] [G loss: -0.298656]
[Epoch 19/100] [Batch 135/938] [D loss: -0.326199] [G loss: -0.239747]
[Epoch 19/100] [Batch 140/938] [D loss: -0.365206] [G loss: -0.241964]
[Epoch 19/100] [Batch 145/938] [D loss: -0.330733] [G loss: -0.237175]
[Epoch 19/100] [Batch 150/938] [D loss: -0.363642] [G loss: -0.222896]
[Epoch 19/100] [Batch 155/938] [D loss: -0.371059] [G loss: -0.249481]
[Epoch 19/100] [Batch 160/938] [D loss: -0.335002] [G loss: -0.254820]
[Epoch 19/100] [Batch 165/938] [D loss: -0.363634] [G loss: -0.253649]
[Epoch 19/100] [Batch 170/938] [D loss: -0.335689] [G loss: -0.235943]
[Epoch 19/100] [Batch 175/938] [D loss: -0.335884] [G loss: -0.276882]
[Epoch 19/100] [Batch 180/938] [D loss: -0.321987] [G loss: -0.315112]
[Epoch 19/100] [Batch 185/938] [D loss: -0.336665] [G loss: -0.352697]
[Epoch 19/100] [Batch 190/938] [D loss: -0.344382] [G loss: -0.345208]
[Epoch 19/100] [Batch 195/938] [D loss: -0.369214] [G loss: -0.317738]
[Epoch 19/100] [Batch 200/938] [D loss: -0.320974] [G loss: -0.355614]
[Epoch 19/100] [Batch 205/938] [D loss: -0.343148] [G loss: -0.318284]
[Epoch 19/100] [Batch 210/938] [D loss: -0.348081] [G loss: -0.362787]
[Epoch 19/100] [Batch 215/938] [D loss: -0.279139] [G loss: -0.371006]
[Epoch 19/100] [Batch 220/938] [D loss: -0.349006] [G loss: -0.414887]
[Epoch 19/100] [Batch 225/938] [D loss: -0.357966] [G loss: -0.453946]
[Epoch 19/100] [Batch 230/938] [D loss: -0.341978] [G loss: -0.508116]
[Epoch 19/100] [Batch 235/938] [D loss: -0.344101] [G loss: -0.523685]
[Epoch 19/100] [Batch 240/938] [D loss: -0.367271] [G loss: -0.503711]
[Epoch 19/100] [Batch 245/938] [D loss: -0.328271] [G loss: -0.553116]
[Epoch 19/100] [Batch 250/938] [D loss: -0.306572] [G loss: -0.604807]
[Epoch 19/100] [Batch 255/938] [D loss: -0.329030] [G loss: -0.604515]
[Epoch 19/100] [Batch 260/938] [D loss: -0.339706] [G loss: -0.653214]
[Epoch 19/100] [Batch 265/938] [D loss: -0.319926] [G loss: -0.651106]
[Epoch 19/100] [Batch 270/938] [D loss: -0.282147] [G loss: -0.657230]
[Epoch 19/100] [Batch 275/938] [D loss: -0.340447] [G loss: -0.625671]
[Epoch 19/100] [Batch 280/938] [D loss: -0.354335] [G loss: -0.649959]
[Epoch 19/100] [Batch 285/938] [D loss: -0.304810] [G loss: -0.654425]
[Epoch 19/100] [Batch 290/938] [D loss: -0.307764] [G loss: -0.660226]
[Epoch 19/100] [Batch 295/938] [D loss: -0.349368] [G loss: -0.572798]
[Epoch 19/100] [Batch 300/938] [D loss: -0.300562] [G loss: -0.579130]
[Epoch 19/100] [Batch 305/938] [D loss: -0.348077] [G loss: -0.511428]
[Epoch 19/100] [Batch 310/938] [D loss: -0.298992] [G loss: -0.549617]
[Epoch 19/100] [Batch 315/938] [D loss: -0.325852] [G loss: -0.500269]
[Epoch 19/100] [Batch 320/938] [D loss: -0.309939] [G loss: -0.520015]
[Epoch 19/100] [Batch 325/938] [D loss: -0.291028] [G loss: -0.509651]
[Epoch 19/100] [Batch 330/938] [D loss: -0.324820] [G loss: -0.463169]
[Epoch 19/100] [Batch 335/938] [D loss: -0.321947] [G loss: -0.434284]
[Epoch 19/100] [Batch 340/938] [D loss: -0.292341] [G loss: -0.435309]
[Epoch 19/100] [Batch 345/938] [D loss: -0.336430] [G loss: -0.415292]
[Epoch 19/100] [Batch 350/938] [D loss: -0.326089] [G loss: -0.416261]
[Epoch 19/100] [Batch 355/938] [D loss: -0.320899] [G loss: -0.370796]
[Epoch 19/100] [Batch 360/938] [D loss: -0.300714] [G loss: -0.430246]
[Epoch 19/100] [Batch 365/938] [D loss: -0.341532] [G loss: -0.438886]
[Epoch 19/100] [Batch 370/938] [D loss: -0.325188] [G loss: -0.446343]
[Epoch 19/100] [Batch 375/938] [D loss: -0.274048] [G loss: -0.498816]
[Epoch 19/100] [Batch 380/938] [D loss: -0.298114] [G loss: -0.543915]
[Epoch 19/100] [Batch 385/938] [D loss: -0.290241] [G loss: -0.538763]
[Epoch 19/100] [Batch 390/938] [D loss: -0.284233] [G loss: -0.515263]
[Epoch 19/100] [Batch 395/938] [D loss: -0.273721] [G loss: -0.567955]
[Epoch 19/100] [Batch 400/938] [D loss: -0.305450] [G loss: -0.534635]
[Epoch 19/100] [Batch 405/938] [D loss: -0.342883] [G loss: -0.489282]
[Epoch 19/100] [Batch 410/938] [D loss: -0.306642] [G loss: -0.558120]
[Epoch 19/100] [Batch 415/938] [D loss: -0.308081] [G loss: -0.611784]
[Epoch 19/100] [Batch 420/938] [D loss: -0.352702] [G loss: -0.605528]
[Epoch 19/100] [Batch 425/938] [D loss: -0.309407] [G loss: -0.627734]
[Epoch 19/100] [Batch 430/938] [D loss: -0.347202] [G loss: -0.612700]
[Epoch 19/100] [Batch 435/938] [D loss: -0.302446] [G loss: -0.626351]
[Epoch 19/100] [Batch 440/938] [D loss: -0.276558] [G loss: -0.637294]
[Epoch 19/100] [Batch 445/938] [D loss: -0.319642] [G loss: -0.609281]
[Epoch 19/100] [Batch 450/938] [D loss: -0.331726] [G loss: -0.604081]
[Epoch 19/100] [Batch 455/938] [D loss: -0.296054] [G loss: -0.594045]
[Epoch 19/100] [Batch 460/938] [D loss: -0.332497] [G loss: -0.587219]
[Epoch 19/100] [Batch 465/938] [D loss: -0.311122] [G loss: -0.579434]
[Epoch 19/100] [Batch 470/938] [D loss: -0.339041] [G loss: -0.518452]
[Epoch 19/100] [Batch 475/938] [D loss: -0.295725] [G loss: -0.512412]
[Epoch 19/100] [Batch 480/938] [D loss: -0.295123] [G loss: -0.504220]
[Epoch 19/100] [Batch 485/938] [D loss: -0.296719] [G loss: -0.489361]
[Epoch 19/100] [Batch 490/938] [D loss: -0.362092] [G loss: -0.545108]
[Epoch 19/100] [Batch 495/938] [D loss: -0.327501] [G loss: -0.544822]
[Epoch 19/100] [Batch 500/938] [D loss: -0.296747] [G loss: -0.501566]
[Epoch 19/100] [Batch 505/938] [D loss: -0.310391] [G loss: -0.488445]
[Epoch 19/100] [Batch 510/938] [D loss: -0.304362] [G loss: -0.444395]
[Epoch 19/100] [Batch 515/938] [D loss: -0.305702] [G loss: -0.409727]
[Epoch 19/100] [Batch 520/938] [D loss: -0.274565] [G loss: -0.344150]
[Epoch 19/100] [Batch 525/938] [D loss: -0.307686] [G loss: -0.338431]
[Epoch 19/100] [Batch 530/938] [D loss: -0.344867] [G loss: -0.280039]
[Epoch 19/100] [Batch 535/938] [D loss: -0.342695] [G loss: -0.238475]
[Epoch 19/100] [Batch 540/938] [D loss: -0.380432] [G loss: -0.250211]
[Epoch 19/100] [Batch 545/938] [D loss: -0.360249] [G loss: -0.294196]
[Epoch 19/100] [Batch 550/938] [D loss: -0.318742] [G loss: -0.283818]
[Epoch 19/100] [Batch 555/938] [D loss: -0.353939] [G loss: -0.277872]
[Epoch 19/100] [Batch 560/938] [D loss: -0.362147] [G loss: -0.298680]
[Epoch 19/100] [Batch 565/938] [D loss: -0.342428] [G loss: -0.308433]
[Epoch 19/100] [Batch 570/938] [D loss: -0.338760] [G loss: -0.322351]
[Epoch 19/100] [Batch 575/938] [D loss: -0.315044] [G loss: -0.348636]
[Epoch 19/100] [Batch 580/938] [D loss: -0.309090] [G loss: -0.357700]
[Epoch 19/100] [Batch 585/938] [D loss: -0.321073] [G loss: -0.373223]
[Epoch 19/100] [Batch 590/938] [D loss: -0.331697] [G loss: -0.389343]
[Epoch 19/100] [Batch 595/938] [D loss: -0.311791] [G loss: -0.421937]
[Epoch 19/100] [Batch 600/938] [D loss: -0.337683] [G loss: -0.447725]
[Epoch 19/100] [Batch 605/938] [D loss: -0.329109] [G loss: -0.396964]
[Epoch 19/100] [Batch 610/938] [D loss: -0.291667] [G loss: -0.438322]
[Epoch 19/100] [Batch 615/938] [D loss: -0.310731] [G loss: -0.451374]
[Epoch 19/100] [Batch 620/938] [D loss: -0.308556] [G loss: -0.402877]
[Epoch 19/100] [Batch 625/938] [D loss: -0.395269] [G loss: -0.393320]
[Epoch 19/100] [Batch 630/938] [D loss: -0.338208] [G loss: -0.402345]
[Epoch 19/100] [Batch 635/938] [D loss: -0.309279] [G loss: -0.421293]
[Epoch 19/100] [Batch 640/938] [D loss: -0.328460] [G loss: -0.427426]
[Epoch 19/100] [Batch 645/938] [D loss: -0.309162] [G loss: -0.435067]
[Epoch 19/100] [Batch 650/938] [D loss: -0.311087] [G loss: -0.438407]
[Epoch 19/100] [Batch 655/938] [D loss: -0.358171] [G loss: -0.436657]
[Epoch 19/100] [Batch 660/938] [D loss: -0.299907] [G loss: -0.458077]
[Epoch 19/100] [Batch 665/938] [D loss: -0.289466] [G loss: -0.488887]
[Epoch 19/100] [Batch 670/938] [D loss: -0.356378] [G loss: -0.430843]
[Epoch 19/100] [Batch 675/938] [D loss: -0.286005] [G loss: -0.391908]
[Epoch 19/100] [Batch 680/938] [D loss: -0.296944] [G loss: -0.435154]
[Epoch 19/100] [Batch 685/938] [D loss: -0.315574] [G loss: -0.390202]
[Epoch 19/100] [Batch 690/938] [D loss: -0.305077] [G loss: -0.360533]
[Epoch 19/100] [Batch 695/938] [D loss: -0.351117] [G loss: -0.309497]
[Epoch 19/100] [Batch 700/938] [D loss: -0.325000] [G loss: -0.297427]
[Epoch 19/100] [Batch 705/938] [D loss: -0.326036] [G loss: -0.318872]
[Epoch 19/100] [Batch 710/938] [D loss: -0.328552] [G loss: -0.335667]
[Epoch 19/100] [Batch 715/938] [D loss: -0.331922] [G loss: -0.245300]
[Epoch 19/100] [Batch 720/938] [D loss: -0.321688] [G loss: -0.225367]
[Epoch 19/100] [Batch 725/938] [D loss: -0.310569] [G loss: -0.199146]
[Epoch 19/100] [Batch 730/938] [D loss: -0.320670] [G loss: -0.187456]
[Epoch 19/100] [Batch 735/938] [D loss: -0.290464] [G loss: -0.188528]
[Epoch 19/100] [Batch 740/938] [D loss: -0.293585] [G loss: -0.219185]
[Epoch 19/100] [Batch 745/938] [D loss: -0.322473] [G loss: -0.177444]
[Epoch 19/100] [Batch 750/938] [D loss: -0.316591] [G loss: -0.170087]
[Epoch 19/100] [Batch 755/938] [D loss: -0.324818] [G loss: -0.081935]
[Epoch 19/100] [Batch 760/938] [D loss: -0.350082] [G loss: -0.134715]
[Epoch 19/100] [Batch 765/938] [D loss: -0.327679] [G loss: -0.092120]
[Epoch 19/100] [Batch 770/938] [D loss: -0.345984] [G loss: -0.082932]
[Epoch 19/100] [Batch 775/938] [D loss: -0.347050] [G loss: -0.029075]
[Epoch 19/100] [Batch 780/938] [D loss: -0.343862] [G loss: -0.106397]
[Epoch 19/100] [Batch 785/938] [D loss: -0.355400] [G loss: -0.132269]
[Epoch 19/100] [Batch 790/938] [D loss: -0.393644] [G loss: -0.077948]
[Epoch 19/100] [Batch 795/938] [D loss: -0.331655] [G loss: -0.083495]
[Epoch 19/100] [Batch 800/938] [D loss: -0.312200] [G loss: -0.120754]
[Epoch 19/100] [Batch 805/938] [D loss: -0.358673] [G loss: -0.146500]
[Epoch 19/100] [Batch 810/938] [D loss: -0.318234] [G loss: -0.148466]
[Epoch 19/100] [Batch 815/938] [D loss: -0.382031] [G loss: -0.168243]
[Epoch 19/100] [Batch 820/938] [D loss: -0.328601] [G loss: -0.219196]
[Epoch 19/100] [Batch 825/938] [D loss: -0.379683] [G loss: -0.200933]
[Epoch 19/100] [Batch 830/938] [D loss: -0.393154] [G loss: -0.147749]
[Epoch 19/100] [Batch 835/938] [D loss: -0.343699] [G loss: -0.168101]
[Epoch 19/100] [Batch 840/938] [D loss: -0.315655] [G loss: -0.159778]
[Epoch 19/100] [Batch 845/938] [D loss: -0.373772] [G loss: -0.160123]
[Epoch 19/100] [Batch 850/938] [D loss: -0.362699] [G loss: -0.171833]
[Epoch 19/100] [Batch 855/938] [D loss: -0.389867] [G loss: -0.242649]
[Epoch 19/100] [Batch 860/938] [D loss: -0.361809] [G loss: -0.281308]
[Epoch 19/100] [Batch 865/938] [D loss: -0.340850] [G loss: -0.325811]
[Epoch 19/100] [Batch 870/938] [D loss: -0.343543] [G loss: -0.355165]
[Epoch 19/100] [Batch 875/938] [D loss: -0.361927] [G loss: -0.354934]
[Epoch 19/100] [Batch 880/938] [D loss: -0.335484] [G loss: -0.366278]
[Epoch 19/100] [Batch 885/938] [D loss: -0.385368] [G loss: -0.434844]
[Epoch 19/100] [Batch 890/938] [D loss: -0.348695] [G loss: -0.460310]
[Epoch 19/100] [Batch 895/938] [D loss: -0.360858] [G loss: -0.511437]
[Epoch 19/100] [Batch 900/938] [D loss: -0.333978] [G loss: -0.478359]
[Epoch 19/100] [Batch 905/938] [D loss: -0.331745] [G loss: -0.470808]
[Epoch 19/100] [Batch 910/938] [D loss: -0.336159] [G loss: -0.436585]
[Epoch 19/100] [Batch 915/938] [D loss: -0.334981] [G loss: -0.482084]
[Epoch 19/100] [Batch 920/938] [D loss: -0.312682] [G loss: -0.423024]
[Epoch 19/100] [Batch 925/938] [D loss: -0.340399] [G loss: -0.426007]
[Epoch 19/100] [Batch 930/938] [D loss: -0.376459] [G loss: -0.382477]
[Epoch 19/100] [Batch 935/938] [D loss: -0.348339] [G loss: -0.415747]
[Epoch 20/100] [Batch 0/938] [D loss: -0.306908] [G loss: -0.406305]
[Epoch 20/100] [Batch 5/938] [D loss: -0.317729] [G loss: -0.345822]
[Epoch 20/100] [Batch 10/938] [D loss: -0.355868] [G loss: -0.290029]
[Epoch 20/100] [Batch 15/938] [D loss: -0.325129] [G loss: -0.247584]
[Epoch 20/100] [Batch 20/938] [D loss: -0.334242] [G loss: -0.258091]
[Epoch 20/100] [Batch 25/938] [D loss: -0.359371] [G loss: -0.251490]
